158	Hyper Fang	
159	Sharpen	
160	Conversion	
161	Tri Attack	Clefairy, Clefable, Dugtrio-0, Dugtrio-1, Shellder, Cloyster, Mewtwo, Mew, Togepi, Togetic, Togekiss, Beheeyem, Hydreigon, Type: Null, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Alcremie-0, Alcremie-1, Alcremie-2, Alcremie-3, Alcremie-4, Alcremie-5, Alcremie-6, Alcremie-7, Alcremie-8, Indeedee-0, Dragapult
162	Super Fang	Bunnelby, Diggersby, Noibat, Noivern, Scorbunny, Skwovet, Greedent, Morpeko-0, Morpeko-1, Dracovish, Arctovish
163	Slash	Charmander, Charmeleon, Charizard, Diglett-0, Dugtrio-0, Meowth-0, Meowth-2, Persian-0, Farfetch’d-0, Krabby, Sneasel, Linoone-0, Ninjask, Corphish, Vespiquen, Stunky, Skorupi, Weavile, Gallade, Purrloin, Drilbur, Dwebble, Crustle, Karrablast, Joltik, Galvantula, Axew, Fraxure, Haxorus, Cubchoo, Beartic, Pawniard, Bisharp, Rufflet, Braviary, Heatmor, Reshiram, Zekrom, Kyurem-0, Kyurem-1, Kyurem-2, Pancham, Pangoro, Honedge, Doublade, Aegislash-0, Aegislash-1, Inkay, Malamar, Binacle, Barbaracle, Golisopod, Mimikyu-0, Mimikyu-1, Necrozma-0, Necrozma-1, Necrozma-2, Zeraora, Arrokuda, Perrserker, Duraludon, Zacian-0, Zacian-1, Zamazenta-0, Zamazenta-1
164	Substitute	Bulbasaur, Ivysaur, Venusaur, Charmander, Charmeleon, Charizard, Squirtle, Wartortle, Blastoise, Butterfree, Pikachu-0, Pikachu-1, Pikachu-2, Pikachu-3, Pikachu-4, Pikachu-5, Pikachu-6, Pikachu-7, Raichu-0, Raichu-1, Clefairy, Clefable, Vulpix-0, Vulpix-1, Ninetales-0, Ninetales-1, Oddish, Gloom, Vileplume, Diglett-0, Diglett-1, Dugtrio-0, Dugtrio-1, Meowth-0, Meowth-1, Meowth-2, Persian-0, Persian-1, Growlithe, Arcanine, Machop, Machoke, Machamp, Ponyta-0, Ponyta-1, Rapidash-0, Rapidash-1, Farfetch’d-0, Farfetch’d-1, Shellder, Cloyster, Gastly, Haunter, Gengar, Onix, Krabby, Kingler, Hitmonlee, Hitmonchan, Koffing, Weezing-0, Weezing-1, Rhyhorn, Rhydon, Goldeen, Seaking, Mr. Mime-0, Mr. Mime-1, Gyarados, Lapras, Eevee, Vaporeon, Jolteon, Flareon, Snorlax, Mewtwo, Mew, Hoothoot, Noctowl, Chinchou, Lanturn, Pichu, Cleffa, Togepi, Togetic, Natu, Xatu, Bellossom, Sudowoodo, Wooper, Quagsire, Espeon, Umbreon, Steelix, Qwilfish, Shuckle, Sneasel, Swinub, Piloswine, Corsola-0, Corsola-1, Remoraid, Octillery, Delibird, Mantine, Tyrogue, Hitmontop, Larvitar, Pupitar, Tyranitar, Celebi, Zigzagoon-0, Zigzagoon-1, Linoone-0, Linoone-1, Lotad, Lombre, Ludicolo, Seedot, Nuzleaf, Shiftry, Wingull, Pelipper, Ralts, Kirlia, Gardevoir, Nincada, Ninjask, Shedinja, Sableye, Mawile, Electrike, Manectric, Roselia, Wailmer, Wailord, Torkoal, Trapinch, Vibrava, Flygon, Lunatone, Solrock, Barboach, Whiscash, Corphish, Crawdaunt, Baltoy, Claydol, Feebas, Milotic, Duskull, Dusclops, Snorunt, Glalie, Jirachi, Budew, Roserade, Vespiquen, Cherubi, Cherrim-0, Cherrim-1, Shellos-0, Shellos-1, Gastrodon-0, Gastrodon-1, Drifloon, Drifblim, Stunky, Skuntank, Bronzor, Bronzong, Bonsly, Mime Jr., Munchlax, Riolu, Lucario, Hippopotas, Hippowdon, Skorupi, Drapion, Croagunk, Toxicroak, Mantyke, Snover, Abomasnow, Weavile, Rhyperior, Togekiss, Leafeon, Glaceon, Mamoswine, Gallade, Dusknoir, Froslass, Rotom-0, Rotom-1, Rotom-2, Rotom-3, Rotom-4, Rotom-5, Purrloin, Liepard, Munna, Musharna, Pidove, Tranquill, Unfezant, Roggenrola, Boldore, Gigalith, Woobat, Swoobat, Drilbur, Excadrill, Timburr, Gurdurr, Conkeldurr, Tympole, Palpitoad, Seismitoad, Throh, Sawk, Cottonee, Whimsicott, Basculin-0, Basculin-1, Darumaka-0, Darumaka-1, Darmanitan-0, Darmanitan-1, Darmanitan-2, Darmanitan-3, Maractus, Dwebble, Crustle, Scraggy, Scrafty, Sigilyph, Yamask-0, Yamask-1, Cofagrigus, Trubbish, Garbodor, Minccino, Cinccino, Gothita, Gothorita, Gothitelle, Solosis, Duosion, Reuniclus, Vanillite, Vanillish, Vanilluxe, Karrablast, Escavalier, Frillish, Jellicent, Joltik, Galvantula, Ferroseed, Ferrothorn, Klink, Klang, Klinklang, Elgyem, Beheeyem, Litwick, Lampent, Chandelure, Axew, Fraxure, Haxorus, Cubchoo, Beartic, Shelmet, Accelgor, Stunfisk-0, Stunfisk-1, Golett, Golurk, Pawniard, Bisharp, Rufflet, Braviary, Vullaby, Mandibuzz, Heatmor, Durant, Deino, Zweilous, Hydreigon, Cobalion, Terrakion, Virizion, Reshiram, Zekrom, Kyurem-0, Kyurem-1, Kyurem-2, Keldeo-0, Keldeo-1, Bunnelby, Diggersby, Pancham, Pangoro, Espurr, Meowstic-0, Meowstic-1, Honedge, Doublade, Aegislash-0, Aegislash-1, Spritzee, Aromatisse, Swirlix, Slurpuff, Inkay, Malamar, Binacle, Barbaracle, Helioptile, Heliolisk, Sylveon, Hawlucha, Goomy, Sliggoo, Goodra, Phantump, Trevenant, Pumpkaboo-0, Pumpkaboo-1, Pumpkaboo-2, Pumpkaboo-3, Gourgeist-0, Gourgeist-1, Gourgeist-2, Gourgeist-3, Bergmite, Avalugg, Noibat, Noivern, Rowlet, Dartrix, Decidueye, Litten, Torracat, Incineroar, Popplio, Brionne, Primarina, Grubbin, Charjabug, Vikavolt, Cutiefly, Ribombee, Wishiwashi-0, Wishiwashi-1, Mareanie, Toxapex, Mudbray, Mudsdale, Dewpider, Araquanid, Morelull, Shiinotic, Salandit, Salazzle, Stufful, Bewear, Bounsweet, Steenee, Tsareena, Oranguru, Passimian, Wimpod, Golisopod, Pyukumuku, Type: Null, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Turtonator, Togedemaru, Mimikyu-0, Mimikyu-1, Drampa, Dhelmise, Jangmo-o, Hakamo-o, Kommo-o, Solgaleo, Lunala, Necrozma-0, Necrozma-1, Necrozma-2, Marshadow, Zeraora, Meltan, Melmetal, Grookey, Thwackey, Rillaboom, Scorbunny, Raboot, Cinderace, Sobble, Drizzile, Inteleon, Skwovet, Greedent, Rookidee, Corvisquire, Corviknight, Dottler, Orbeetle, Nickit, Thievul, Gossifleur, Eldegoss, Wooloo, Dubwool, Chewtle, Drednaw, Yamper, Boltund, Rolycoly, Carkol, Coalossal, Flapple, Appletun, Silicobra, Sandaconda, Cramorant-0, Cramorant-1, Cramorant-2, Arrokuda, Barraskewda, Toxel, Toxtricity-0, Toxtricity-1, Sizzlipede, Centiskorch, Clobbopus, Grapploct, Sinistea-0, Sinistea-1, Polteageist-0, Polteageist-1, Hatenna, Hattrem, Hatterene, Impidimp, Morgrem, Grimmsnarl, Obstagoon, Perrserker, Cursola, Sirfetch’d, Mr. Rime, Runerigus, Milcery, Alcremie-0, Alcremie-1, Alcremie-2, Alcremie-3, Alcremie-4, Alcremie-5, Alcremie-6, Alcremie-7, Alcremie-8, Falinks, Pincurchin, Snom, Frosmoth, Stonjourner, Eiscue-0, Eiscue-1, Indeedee-0, Indeedee-1, Morpeko-0, Morpeko-1, Cufant, Copperajah, Dracozolt, Arctozolt, Dracovish, Arctovish, Duraludon, Dreepy, Drakloak, Dragapult, Zacian-0, Zacian-1, Zamazenta-0, Zamazenta-1, Eternatus-0, Eternatus-1
165	Struggle	
166	Sketch	
167	Triple Kick	Hitmontop
168	Thief	Butterfree, Pikachu-0, Pikachu-1, Pikachu-2, Pikachu-3, Pikachu-4, Pikachu-5, Pikachu-6, Pikachu-7, Raichu-0, Raichu-1, Diglett-0, Diglett-1, Dugtrio-0, Dugtrio-1, Meowth-0, Meowth-1, Meowth-2, Persian-0, Persian-1, Growlithe, Arcanine, Machop, Machoke, Machamp, Farfetch’d-0, Gastly, Haunter, Gengar, Krabby, Kingler, Hitmonlee, Hitmonchan, Koffing, Weezing-0, Weezing-1, Rhyhorn, Rhydon, Mr. Mime-0, Mr. Mime-1, Mew, Hoothoot, Noctowl, Natu, Xatu, Sudowoodo, Quagsire, Umbreon, Sneasel, Remoraid, Octillery, Delibird, Tyrogue, Hitmontop, Zigzagoon-0, Zigzagoon-1, Linoone-0, Linoone-1, Lotad, Lombre, Ludicolo, Nuzleaf, Shiftry, Wingull, Pelipper, Ralts, Kirlia, Gardevoir, Ninjask, Shedinja, Sableye, Electrike, Manectric, Duskull, Dusclops, Vespiquen, Drifloon, Drifblim, Stunky, Skuntank, Bonsly, Mime Jr., Skorupi, Drapion, Croagunk, Toxicroak, Weavile, Rhyperior, Gallade, Dusknoir, Rotom-0, Rotom-1, Rotom-2, Rotom-3, Rotom-4, Rotom-5, Purrloin, Liepard, Woobat, Swoobat, Whimsicott, Darumaka-0, Darumaka-1, Darmanitan-0, Darmanitan-1, Darmanitan-2, Darmanitan-3, Scraggy, Scrafty, Sigilyph, Yamask-0, Yamask-1, Cofagrigus, Trubbish, Garbodor, Minccino, Cinccino, Gothita, Gothorita, Gothitelle, Joltik, Galvantula, Elgyem, Beheeyem, Litwick, Lampent, Chandelure, Golett, Golurk, Pawniard, Bisharp, Vullaby, Mandibuzz, Heatmor, Deino, Zweilous, Hydreigon, Bunnelby, Diggersby, Pangoro, Swirlix, Slurpuff, Inkay, Malamar, Binacle, Barbaracle, Phantump, Trevenant, Pumpkaboo-0, Pumpkaboo-1, Pumpkaboo-2, Pumpkaboo-3, Gourgeist-0, Gourgeist-1, Gourgeist-2, Gourgeist-3, Noibat, Noivern, Cutiefly, Ribombee, Salandit, Salazzle, Passimian, Togedemaru, Mimikyu-0, Mimikyu-1, Dhelmise, Necrozma-0, Necrozma-1, Necrozma-2, Marshadow, Skwovet, Greedent, Rookidee, Corvisquire, Corviknight, Nickit, Thievul, Cramorant-0, Cramorant-1, Cramorant-2, Impidimp, Morgrem, Grimmsnarl, Obstagoon, Perrserker, Mr. Rime, Runerigus, Morpeko-0, Morpeko-1, Drakloak, Dragapult
169	Spider Web	
170	Mind Reader	Hitmonlee, Tyrogue, Nincada, Ninjask, Shedinja, Riolu, Shelmet
171	Nightmare	
172	Flame Wheel	Growlithe, Arcanine, Ponyta-0, Rapidash-0, Torkoal, Darumaka-0, Darumaka-1, Sizzlipede, Centiskorch
173	Snore	Bulbasaur, Ivysaur, Venusaur, Charmander, Charmeleon, Charizard, Squirtle, Wartortle, Blastoise, Butterfree, Pikachu-0, Pikachu-1, Pikachu-2, Pikachu-3, Pikachu-4, Pikachu-5, Pikachu-6, Pikachu-7, Raichu-0, Raichu-1, Clefairy, Clefable, Vulpix-0, Vulpix-1, Ninetales-0, Ninetales-1, Oddish, Gloom, Vileplume, Diglett-0, Diglett-1, Dugtrio-0, Dugtrio-1, Meowth-0, Meowth-1, Meowth-2, Persian-0, Persian-1, Growlithe, Arcanine, Machop, Machoke, Machamp, Ponyta-0, Ponyta-1, Rapidash-0, Rapidash-1, Farfetch’d-0, Farfetch’d-1, Shellder, Cloyster, Gastly, Haunter, Gengar, Onix, Krabby, Kingler, Hitmonlee, Hitmonchan, Koffing, Weezing-0, Weezing-1, Rhyhorn, Rhydon, Goldeen, Seaking, Mr. Mime-0, Mr. Mime-1, Gyarados, Lapras, Eevee, Vaporeon, Jolteon, Flareon, Snorlax, Mewtwo, Mew, Hoothoot, Noctowl, Chinchou, Lanturn, Pichu, Cleffa, Togepi, Togetic, Natu, Xatu, Bellossom, Sudowoodo, Wooper, Quagsire, Espeon, Umbreon, Steelix, Qwilfish, Shuckle, Sneasel, Swinub, Piloswine, Corsola-0, Corsola-1, Remoraid, Octillery, Delibird, Mantine, Tyrogue, Hitmontop, Larvitar, Pupitar, Tyranitar, Celebi, Zigzagoon-0, Zigzagoon-1, Linoone-0, Linoone-1, Lotad, Lombre, Ludicolo, Seedot, Nuzleaf, Shiftry, Wingull, Pelipper, Ralts, Kirlia, Gardevoir, Nincada, Ninjask, Shedinja, Sableye, Mawile, Electrike, Manectric, Roselia, Wailmer, Wailord, Torkoal, Trapinch, Vibrava, Flygon, Lunatone, Solrock, Barboach, Whiscash, Corphish, Crawdaunt, Baltoy, Claydol, Feebas, Milotic, Duskull, Dusclops, Snorunt, Glalie, Jirachi, Budew, Roserade, Combee, Vespiquen, Cherubi, Cherrim-0, Cherrim-1, Shellos-0, Shellos-1, Gastrodon-0, Gastrodon-1, Drifloon, Drifblim, Stunky, Skuntank, Bronzor, Bronzong, Bonsly, Mime Jr., Munchlax, Riolu, Lucario, Hippopotas, Hippowdon, Skorupi, Drapion, Croagunk, Toxicroak, Mantyke, Snover, Abomasnow, Weavile, Rhyperior, Togekiss, Leafeon, Glaceon, Mamoswine, Gallade, Dusknoir, Froslass, Rotom-0, Rotom-1, Rotom-2, Rotom-3, Rotom-4, Rotom-5, Purrloin, Liepard, Munna, Musharna, Pidove, Tranquill, Unfezant, Roggenrola, Boldore, Gigalith, Woobat, Swoobat, Drilbur, Excadrill, Timburr, Gurdurr, Conkeldurr, Tympole, Palpitoad, Seismitoad, Throh, Sawk, Cottonee, Whimsicott, Basculin-0, Basculin-1, Darumaka-0, Darumaka-1, Darmanitan-0, Darmanitan-1, Darmanitan-2, Darmanitan-3, Maractus, Dwebble, Crustle, Scraggy, Scrafty, Sigilyph, Yamask-0, Yamask-1, Cofagrigus, Trubbish, Garbodor, Minccino, Cinccino, Gothita, Gothorita, Gothitelle, Solosis, Duosion, Reuniclus, Vanillite, Vanillish, Vanilluxe, Karrablast, Escavalier, Frillish, Jellicent, Joltik, Galvantula, Ferroseed, Ferrothorn, Klink, Klang, Klinklang, Elgyem, Beheeyem, Litwick, Lampent, Chandelure, Axew, Fraxure, Haxorus, Cubchoo, Beartic, Shelmet, Accelgor, Stunfisk-0, Stunfisk-1, Golett, Golurk, Pawniard, Bisharp, Rufflet, Braviary, Vullaby, Mandibuzz, Heatmor, Durant, Deino, Zweilous, Hydreigon, Cobalion, Terrakion, Virizion, Reshiram, Zekrom, Kyurem-0, Kyurem-1, Kyurem-2, Keldeo-0, Keldeo-1, Bunnelby, Diggersby, Pancham, Pangoro, Espurr, Meowstic-0, Meowstic-1, Honedge, Doublade, Aegislash-0, Aegislash-1, Spritzee, Aromatisse, Swirlix, Slurpuff, Inkay, Malamar, Binacle, Barbaracle, Helioptile, Heliolisk, Sylveon, Hawlucha, Goomy, Sliggoo, Goodra, Phantump, Trevenant, Pumpkaboo-0, Pumpkaboo-1, Pumpkaboo-2, Pumpkaboo-3, Gourgeist-0, Gourgeist-1, Gourgeist-2, Gourgeist-3, Bergmite, Avalugg, Noibat, Noivern, Rowlet, Dartrix, Decidueye, Litten, Torracat, Incineroar, Popplio, Brionne, Primarina, Grubbin, Charjabug, Vikavolt, Cutiefly, Ribombee, Wishiwashi-0, Wishiwashi-1, Mareanie, Toxapex, Mudbray, Mudsdale, Dewpider, Araquanid, Morelull, Shiinotic, Salandit, Salazzle, Stufful, Bewear, Bounsweet, Steenee, Tsareena, Oranguru, Passimian, Wimpod, Golisopod, Type: Null, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Turtonator, Togedemaru, Mimikyu-0, Mimikyu-1, Drampa, Dhelmise, Jangmo-o, Hakamo-o, Kommo-o, Solgaleo, Lunala, Necrozma-0, Necrozma-1, Necrozma-2, Marshadow, Zeraora, Meltan, Melmetal, Grookey, Thwackey, Rillaboom, Scorbunny, Raboot, Cinderace, Sobble, Drizzile, Inteleon, Skwovet, Greedent, Rookidee, Corvisquire, Corviknight, Dottler, Orbeetle, Nickit, Thievul, Gossifleur, Eldegoss, Wooloo, Dubwool, Chewtle, Drednaw, Yamper, Boltund, Rolycoly, Carkol, Coalossal, Flapple, Appletun, Silicobra, Sandaconda, Cramorant-0, Cramorant-1, Cramorant-2, Arrokuda, Barraskewda, Toxel, Toxtricity-0, Toxtricity-1, Sizzlipede, Centiskorch, Clobbopus, Grapploct, Sinistea-0, Sinistea-1, Polteageist-0, Polteageist-1, Hatenna, Hattrem, Hatterene, Impidimp, Morgrem, Grimmsnarl, Obstagoon, Perrserker, Cursola, Sirfetch’d, Mr. Rime, Runerigus, Milcery, Alcremie-0, Alcremie-1, Alcremie-2, Alcremie-3, Alcremie-4, Alcremie-5, Alcremie-6, Alcremie-7, Alcremie-8, Falinks, Pincurchin, Snom, Frosmoth, Stonjourner, Eiscue-0, Eiscue-1, Indeedee-0, Indeedee-1, Morpeko-0, Morpeko-1, Cufant, Copperajah, Dracozolt, Arctozolt, Dracovish, Arctovish, Duraludon, Dreepy, Drakloak, Dragapult, Zacian-0, Zacian-1, Zamazenta-0, Zamazenta-1, Eternatus-0, Eternatus-1
174	Curse	Bulbasaur, Meowth-2, Farfetch’d-0, Farfetch’d-1, Gastly, Haunter, Gengar, Onix, Koffing, Rhyhorn, Lapras, Eevee, Snorlax, Sudowoodo, Wooper, Steelix, Swinub, Corsola-0, Corsola-1, Larvitar, Electrike, Wailmer, Torkoal, Duskull, Dusclops, Shellos-0, Shellos-1, Bonsly, Munchlax, Hippopotas, Dusknoir, Munna, Roggenrola, Dwebble, Yamask-0, Yamask-1, Cofagrigus, Trubbish, Ferroseed, Ferrothorn, Litwick, Lampent, Chandelure, Shelmet, Accelgor, Stunfisk-0, Stunfisk-1, Golett, Golurk, Heatmor, Goomy, Sliggoo, Goodra, Phantump, Trevenant, Pumpkaboo-0, Pumpkaboo-1, Pumpkaboo-2, Pumpkaboo-3, Bergmite, Avalugg, Pyukumuku, Turtonator, Mimikyu-0, Mimikyu-1, Appletun, Polteageist-0, Polteageist-1, Cursola, Runerigus, Pincurchin, Stonjourner, Cufant, Dreepy
175	Flail	Squirtle, Vulpix-0, Vulpix-1, Oddish, Meowth-0, Meowth-1, Meowth-2, Farfetch’d-0, Farfetch’d-1, Onix, Krabby, Kingler, Goldeen, Seaking, Magikarp, Gyarados, Eevee, Snorlax, Chinchou, Lanturn, Pichu, Sudowoodo, Qwilfish, Swinub, Piloswine, Corsola-0, Remoraid, Zigzagoon-0, Linoone-0, Lotad, Lombre, Ludicolo, Nincada, Torkoal, Trapinch, Barboach, Feebas, Milotic, Bonsly, Munchlax, Mamoswine, Tympole, Palpitoad, Seismitoad, Basculin-0, Basculin-1, Dwebble, Crustle, Minccino, Karrablast, Escavalier, Cubchoo, Beartic, Stunfisk-0, Stunfisk-1, Durant, Bunnelby, Diggersby, Spritzee, Aromatisse, Goomy, Sliggoo, Goodra, Stufful, Bewear, Bounsweet, Steenee, Tsareena, Turtonator, Togedemaru, Toxel, Toxtricity-0, Toxtricity-1
176	Conversion 2	
177	Aeroblast	
178	Cotton Spore	Roselia, Budew, Cottonee, Whimsicott, Maractus, Swirlix, Slurpuff, Eldegoss
179	Reversal	Pikachu-0, Pikachu-1, Pikachu-2, Pikachu-3, Pikachu-4, Pikachu-5, Pikachu-6, Pikachu-7, Raichu-0, Raichu-1, Diglett-0, Diglett-1, Dugtrio-0, Dugtrio-1, Growlithe, Arcanine, Machop, Machoke, Machamp, Hitmonlee, Rhyhorn, Rhydon, Mew, Pichu, Qwilfish, Shuckle, Vespiquen, Riolu, Lucario, Rhyperior, Gallade, Timburr, Gurdurr, Conkeldurr, Throh, Sawk, Basculin-0, Basculin-1, Darmanitan-0, Darmanitan-1, Darmanitan-2, Darmanitan-3, Escavalier, Axew, Fraxure, Haxorus, Accelgor, Cobalion, Terrakion, Virizion, Keldeo-0, Keldeo-1, Pangoro, Honedge, Doublade, Aegislash-0, Aegislash-1, Malamar, Hawlucha, Incineroar, Bewear, Passimian, Silvally-0, Silvally-1, Silvally-2, Silvally-3, Silvally-4, Silvally-5, Silvally-6, Silvally-7, Silvally-8, Silvally-9, Silvally-10, Silvally-11, Silvally-12, Silvally-13, Silvally-14, Silvally-15, Silvally-16, Silvally-17, Togedemaru, Jangmo-o, Hakamo-o, Kommo-o, Marshadow, Zeraora, Scorbunny, Raboot, Cinderace, Rookidee, Corvisquire, Corviknight, Wooloo, Dubwool, Cramorant-0, Cramorant-1, Cramorant-2, Clobbopus, Grapploct, Obstagoon, Falinks, Pincurchin, Eiscue-0, Eiscue-1, Zacian-0, Zacian-1, Zamazenta-0, Zamazenta-1
180	Spite	Vulpix-0, Vulpix-1, Ninetales-0, Ninetales-1, Meowth-0, Meowth-1, Meowth-2, Gastly, Haunter, Gengar, Koffing, Sneasel, Corsola-1, Shedinja, Stunfisk-0, Stunfisk-1, Decidueye, Golisopod, Pyukumuku, Rookidee, Cursola
181	Powder Snow	Vulpix-1, Ninetales-1, Swinub, Piloswine, Snorunt, Glalie, Snover, Abomasnow, Mamoswine, Froslass, Darumaka-1, Darmanitan-2, Darmanitan-3, Cubchoo, Beartic, Bergmite, Avalugg, Snom, Frosmoth, Eiscue-0, Eiscue-1, Arctozolt, Arctovish
